OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP,timestamp
2024-04-18,6,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,LMP,LMP_PRC,CATALYST_7_N002,ALL,1,43.18051,11,2024-04-17 22:59:25.919365
2024-04-18,8,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,LMP,LMP_PRC,CATALYST_7_N002,ALL,1,43.17316,11,2024-04-17 22:59:25.919365
2024-04-18,3,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,LMP,LMP_PRC,CATALYST_7_N002,ALL,1,30.52499,11,2024-04-17 22:59:25.919365
2024-04-18,20,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,LMP,LMP_PRC,CATALYST_7_N002,ALL,1,53.03554,11,2024-04-17 22:59:25.919365
2024-04-18,23,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,LMP,LMP_PRC,CATALYST_7_N002,ALL,1,36.14823,11,2024-04-17 22:59:25.919365
2024-04-18,23,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,-2.01651,12,2024-04-17 22:59:25.919365
2024-04-18,2,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,14,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,25.34885,12,2024-04-17 22:59:25.919365
2024-04-18,4,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,1,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,24,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,20,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,-4.90326,12,2024-04-17 22:59:25.919365
2024-04-18,13,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,14.45487,12,2024-04-17 22:59:25.919365
2024-04-18,18,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,20.32699,12,2024-04-17 22:59:25.919365
2024-04-18,21,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,-3.32374,12,2024-04-17 22:59:25.919365
2024-04-18,15,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,17.44374,12,2024-04-17 22:59:25.919365
2024-04-18,17,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,16.43677,12,2024-04-17 22:59:25.919365
2024-04-18,22,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,-3.89763,12,2024-04-17 22:59:25.919365
2024-04-18,8,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,3.1861,12,2024-04-17 22:59:25.919365
2024-04-18,3,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,5,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,9,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,16.02892,12,2024-04-17 22:59:25.919365
2024-04-18,16,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,15.16387,12,2024-04-17 22:59:25.919365
2024-04-18,12,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,15.73028,12,2024-04-17 22:59:25.919365
2024-04-18,11,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,21.05415,12,2024-04-17 22:59:25.919365
2024-04-18,10,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,25.05008,12,2024-04-17 22:59:25.919365
2024-04-18,6,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,19,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.32256,12,2024-04-17 22:59:25.919365
2024-04-18,7,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCC,LMP_CONG_PRC,CATALYST_7_N002,ALL,1,0.0,12,2024-04-17 22:59:25.919365
2024-04-18,4,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,31.71064,13,2024-04-17 22:59:25.919365
2024-04-18,6,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,42.26753,13,2024-04-17 22:59:25.919365
2024-04-18,8,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,38.475,13,2024-04-17 22:59:25.919365
2024-04-18,10,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,14.05738,13,2024-04-17 22:59:25.919365
2024-04-18,12,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,3.48892,13,2024-04-17 22:59:25.919365
2024-04-18,1,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,31.80246,13,2024-04-17 22:59:25.919365
2024-04-18,13,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,0.56477,13,2024-04-17 22:59:25.919365
2024-04-18,21,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,47.80326,13,2024-04-17 22:59:25.919365
2024-04-18,7,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,49.29267,13,2024-04-17 22:59:25.919365
2024-04-18,14,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,-0.99877,13,2024-04-17 22:59:25.919365
2024-04-18,20,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,56.58086,13,2024-04-17 22:59:25.919365
2024-04-18,5,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,32.88122,13,2024-04-17 22:59:25.919365
2024-04-18,9,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,28.75439,13,2024-04-17 22:59:25.919365
2024-04-18,16,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,5.63444,13,2024-04-17 22:59:25.919365
2024-04-18,17,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,6.25156,13,2024-04-17 22:59:25.919365
2024-04-18,18,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,25.2229,13,2024-04-17 22:59:25.919365
2024-04-18,19,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,47.30155,13,2024-04-17 22:59:25.919365
2024-04-18,23,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,37.15053,13,2024-04-17 22:59:25.919365
2024-04-18,3,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,30.52499,13,2024-04-17 22:59:25.919365
2024-04-18,2,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,31.44971,13,2024-04-17 22:59:25.919365
2024-04-18,22,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,44.56821,13,2024-04-17 22:59:25.919365
2024-04-18,11,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,7.18821,13,2024-04-17 22:59:25.919365
2024-04-18,15,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,-0.29106,13,2024-04-17 22:59:25.919365
2024-04-18,24,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCE,LMP_ENE_PRC,CATALYST_7_N002,ALL,1,32.12811,13,2024-04-17 22:59:25.919365
2024-04-18,3,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.0,14,2024-04-17 22:59:25.919365
2024-04-18,8,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.51207,14,2024-04-17 22:59:25.919365
2024-04-18,11,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.30622,14,2024-04-17 22:59:25.919365
2024-04-18,10,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.57776,14,2024-04-17 22:59:25.919365
2024-04-18,9,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.09554,14,2024-04-17 22:59:25.919365
2024-04-18,22,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.76212,14,2024-04-17 22:59:25.919365
2024-04-18,7,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.04008,14,2024-04-17 22:59:25.919365
2024-04-18,5,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.68064,14,2024-04-17 22:59:25.919365
2024-04-18,16,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.22087,14,2024-04-17 22:59:25.919365
2024-04-18,19,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,2.06708,14,2024-04-17 22:59:25.919365
2024-04-18,15,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,-0.01091,14,2024-04-17 22:59:25.919365
2024-04-18,18,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.52851,14,2024-04-17 22:59:25.919365
2024-04-18,13,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.02355,14,2024-04-17 22:59:25.919365
2024-04-18,12,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.14898,14,2024-04-17 22:59:25.919365
2024-04-18,24,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.85461,14,2024-04-17 22:59:25.919365
2024-04-18,23,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.01421,14,2024-04-17 22:59:25.919365
2024-04-18,1,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.63923,14,2024-04-17 22:59:25.919365
2024-04-18,17,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.3007,14,2024-04-17 22:59:25.919365
2024-04-18,20,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.35794,14,2024-04-17 22:59:25.919365
2024-04-18,14,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,-0.04185,14,2024-04-17 22:59:25.919365
2024-04-18,4,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.81813,14,2024-04-17 22:59:25.919365
2024-04-18,6,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.91298,14,2024-04-17 22:59:25.919365
2024-04-18,2,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,0.76423,14,2024-04-17 22:59:25.919365
2024-04-18,21,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MCL,LMP_LOSS_PRC,CATALYST_7_N002,ALL,1,1.19508,14,2024-04-17 22:59:25.919365
2024-04-18,21,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,7,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,2,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,18,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,13,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,11,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,6,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,17,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,16,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,15,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,8,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,1,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,23,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,22,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,24,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,19,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,5,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,3,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,14,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,12,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,9,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,4,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,20,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,10,0,CATALYST_7_N002,CATALYST_7_N002,CATALYST_7_N002,DAM,MGHG,LMP_GHG_PRC,CATALYST_7_N002,ALL,1,0.0,15,2024-04-17 22:59:25.919365
2024-04-18,23,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,36.07322,16,2024-04-17 22:59:25.919365
2024-04-18,22,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,41.61543,16,2024-04-17 22:59:25.919365
2024-04-18,8,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,41.89701,16,2024-04-17 22:59:25.919365
2024-04-18,15,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,13.45718,16,2024-04-17 22:59:25.919365
2024-04-18,17,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,18.48902,16,2024-04-17 22:59:25.919365
2024-04-18,20,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,53.12995,16,2024-04-17 22:59:25.919365
2024-04-18,24,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,33.00842,16,2024-04-17 22:59:25.919365
2024-04-18,9,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,39.83773,16,2024-04-17 22:59:25.919365
2024-04-18,10,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,31.89964,16,2024-04-17 22:59:25.919365
